,question,topic,quesiton
600,,Parametric_Equations_polar coordinates_and_vector-values_functions,"Sketch the vector field F(x,y) = <2x, y> and find the scalar potential function for the field."
601,,Parametric_Equations_polar coordinates_and_vector-values_functions,"Convert the parametric equations x = t^2, y = t^3 into polar form."
602,,Parametric_Equations_polar coordinates_and_vector-values_functions,"Find the slope of the tangent line at t=2 for the parametric curve x=3t^2, y=4t-1."
603,,Parametric_Equations_polar coordinates_and_vector-values_functions,Determine the polar curve r=2sin(theta)+3cos(theta) for when theta=pi/4.
604,,Parametric_Equations_polar coordinates_and_vector-values_functions,"If a particle moves according to the position vector r(t)=ti+ejt+k/(2t), find its acceleration at t=2."
605,,Parametric_Equations_polar coordinates_and_vector-values_functions,Find the area enclosed by the loop r=3sin(4theta) in polar coordinates.
606,,Parametric_Equations_polar coordinates_and_vector-values_functions,A vector-valued function is given by v(t)=t^2i-4e^(-t)j+cos(t)k. Determine its velocity and acceleration vectors at t=2.
607,,Parametric_Equations_polar coordinates_and_vector-values_functions,Find the derivative of the polar function r=2cos(theta)+3sin(theta).
608,,Parametric_Equations_polar coordinates_and_vector-values_functions,"If the equation of a circle in polar coordinates is r=3cos(theta), find its center and radius."
609,,Parametric_Equations_polar coordinates_and_vector-values_functions,"The position of a particle is given by x(t)=t^2+1, y(t)=t-1. Find the velocity and acceleration of the particle at t=3."
610,,Parametric_Equations_polar coordinates_and_vector-values_functions,Find the arc length of the polar curve r=2sin(theta) for theta from 0 to pi/2.
611,,Parametric_Equations_polar coordinates_and_vector-values_functions,Consider the vector-valued function r(t)=6cos(3t)i+4sin(3t)j+2k. Determine the particle's speed and acceleration at t=pi/4.
612,,Parametric_Equations_polar coordinates_and_vector-values_functions,"Given the parametric equations x = 2cost, y = 3sint, find the tangent line to the curve at t = π/4."
613,,Parametric_Equations_polar coordinates_and_vector-values_functions,"For the polar equation r = 2cos(4θ), find the area of the region bounded by the curve."
614,,Parametric_Equations_polar coordinates_and_vector-values_functions,Find the velocity and acceleration vectors for the vector-valued function r(t) = 2cos(t)i + 4sin(t)j + t^2k at t = π/2.
615,,Parametric_Equations_polar coordinates_and_vector-values_functions,"If a particle moves along the curve r(t) = 2t^2i + 3tj, find the total distance traveled from t = 0 to t = 3."
616,,Parametric_Equations_polar coordinates_and_vector-values_functions,"For the vector field F(x, y) = <x^2, y^2>, find the divergence and curl at the point (2, 3)."
617,,Parametric_Equations_polar coordinates_and_vector-values_functions,A particle moves along the circular path given by the vector-valued function r(t) = 2cos(t)i + 2sin(t)j. Find the velocity and acceleration vectors at t = π/3.
618,,Parametric_Equations_polar coordinates_and_vector-values_functions,Find the arc length of the curve r(t) = t^2i + 3tj + 7tk from t = 0 to t = 4.
619,,Parametric_Equations_polar coordinates_and_vector-values_functions,"Given the polar equation r = 3sin(θ), find the equation of the tangent line to the curve at the point (π/4, 3/2)."
620,,Parametric_Equations_polar coordinates_and_vector-values_functions,"For the vector-valued function r(t) = <sin(t), 2cos(t), t>, find the unit tangent vector and the unit normal vector at t = π/6."
621,,Parametric_Equations_polar coordinates_and_vector-values_functions,"A particle moves along the curve given by the parametric equations x = 2cos(t), y = 3sin(t). Find the velocity of the particle at the point (1, 2)."
622,,Parametric_Equations_polar coordinates_and_vector-values_functions,"1. What is the distance between the points (3,π/4) and (5,3π/4) in polar coordinates?"
623,,Parametric_Equations_polar coordinates_and_vector-values_functions,What is the derivative of r(t) = 2sin(3t) + 3cos(3t) with respect to t?
624,,Parametric_Equations_polar coordinates_and_vector-values_functions,"Find the slope of the tangent line to the polar curve r = 2sin(3θ) at the point (π/6, √3)."
625,,Parametric_Equations_polar coordinates_and_vector-values_functions,"Given the vector-valued function r(t) = (3t, 4sin(2t)), find the unit tangent vector at t = π/4."
626,,Parametric_Equations_polar coordinates_and_vector-values_functions,Find the area enclosed by the polar curve r = 4sin(2θ).
627,,Parametric_Equations_polar coordinates_and_vector-values_functions,What is the derivative of x = aθcos(θ) and y = aθsin(θ) with respect to θ?
628,,Parametric_Equations_polar coordinates_and_vector-values_functions,"Find the arc length of the parametric curve x = 2cos(3t), y = 3sin(3t) between t = 0 and t = π/6."
629,,Parametric_Equations_polar coordinates_and_vector-values_functions,"What is the equation of the tangent line to the polar curve r = 5cos(3θ) at the point (π/3, 0)?"
630,,Parametric_Equations_polar coordinates_and_vector-values_functions,"Find the curvature of the polar curve r = 4cos(2θ) at the point (π/4, √2)."
631,,Parametric_Equations_polar coordinates_and_vector-values_functions,"Given the vector-valued function r(t) = (cos(t), sin(t)), find the velocity and acceleration vectors at t = π/4."
632,,Parametric_Equations_polar coordinates_and_vector-values_functions,"Find the parametric equations of the tangent line to the curve defined by x = sin(t) and y = cos(t) at the point (π/4,π/4)."
633,,Parametric_Equations_polar coordinates_and_vector-values_functions,"Given the polar equation r = 2sin(θ), find the Cartesian equation for the curve in terms of x and y."
634,,Parametric_Equations_polar coordinates_and_vector-values_functions,Find the unit tangent and normal vectors to the curve defined by r = 3cos(2θ) at θ = π/6.
635,,Parametric_Equations_polar coordinates_and_vector-values_functions,"Determine the angle between the vectors <2, -3> and <-4, 1>."
636,,Parametric_Equations_polar coordinates_and_vector-values_functions,"If the position vector of a particle is given by r(t) = <t, t^2, 3t>, find the velocity and acceleration vectors at t = 2."
637,,Parametric_Equations_polar coordinates_and_vector-values_functions,"Find the derivative of the vector-valued function r(t) = <4cos(t), 6sin(t), t>."
638,,Parametric_Equations_polar coordinates_and_vector-values_functions,Convert the Cartesian equation x^2 + y^2 = 4 into a polar equation.
639,,Parametric_Equations_polar coordinates_and_vector-values_functions,Find the area enclosed by the polar curve r = 3sin(2θ).
640,,Parametric_Equations_polar coordinates_and_vector-values_functions,"If a vector-valued function r(t) = <t^2, 2t, 3e^t>, find the unit tangent and unit normal vectors at t = 1."
641,,Parametric_Equations_polar coordinates_and_vector-values_functions,"Write the parametric equations for the line that passes through the point (2, 1, 3) and is perpendicular to the plane defined by x + y + z = 5."
642,,Parametric_Equations_polar coordinates_and_vector-values_functions,"Find the slope of the tangent line to the parametric equation x = 2cos(t), y = t^2 at the point (2, 4)."
643,,Parametric_Equations_polar coordinates_and_vector-values_functions,"Determine the length of the polar curve r = t*sin(t), 0 ≤ t ≤ π/2."
644,,Parametric_Equations_polar coordinates_and_vector-values_functions,"What is the derivative of the vector valued function f(t) = ⟨t^2, sin(t), 3t⟩ ?"
645,,Parametric_Equations_polar coordinates_and_vector-values_functions,Find the equation of the normal line to the polar curve r = 3cos(2θ) at θ = π/6.
646,,Parametric_Equations_polar coordinates_and_vector-values_functions,"If x = sin(t) and y = sin(2t), find the area bounded by the parametric curve for 0 ≤ t ≤ π."
647,,Parametric_Equations_polar coordinates_and_vector-values_functions,"Find the derivative of the vector function r(t) = ⟨sin(t), cos(2t), e^t⟩."
648,,Parametric_Equations_polar coordinates_and_vector-values_functions,"Determine the arc length of the parametric curve x = t^2, y = t^3, 0 ≤ t ≤ 1."
649,,Parametric_Equations_polar coordinates_and_vector-values_functions,"Find the slope of the vector tangent to the vector function r(t) = ⟨3t, 2t^2, 4t^3⟩ at t = π."
650,,Parametric_Equations_polar coordinates_and_vector-values_functions,What is the area enclosed by the polar curve r = 2cos(t) + 2sin(t)?
651,,Parametric_Equations_polar coordinates_and_vector-values_functions,"Find the derivative of the polar function r = t^2 + 1 at the point (2, 5π/4)."
652,,Parametric_Equations_polar coordinates_and_vector-values_functions,Find the area enclosed by the curve r = 2cosθ and the line θ = π/4.
653,,Parametric_Equations_polar coordinates_and_vector-values_functions,"Find the length of the curve r = 3sinθ, 0≤θ≤π/6."
654,,Parametric_Equations_polar coordinates_and_vector-values_functions,Find the equation of the tangent line to the curve r = 2θ at θ = π/4.
655,,Parametric_Equations_polar coordinates_and_vector-values_functions,Find the limit of (2θcosθ)/(r-3) as r approaches 2.
656,,Parametric_Equations_polar coordinates_and_vector-values_functions,Find the derivative of the polar function r = 3sinθ + 2cosθ.
657,,Parametric_Equations_polar coordinates_and_vector-values_functions,Determine the area of the region bounded by the curves r = 4sinθ and r = 4cosθ.
658,,Parametric_Equations_polar coordinates_and_vector-values_functions,"Find the arc length of the curve given by r = 6θ, 0≤θ≤π/4."
659,,Parametric_Equations_polar coordinates_and_vector-values_functions,Find the slope of the tangent line to the polar curve r = 2θ + 1 at θ = π/3.
660,,Parametric_Equations_polar coordinates_and_vector-values_functions,Find the area of the region enclosed by the curve r = θ^2 and the line θ = π/2.
661,,Parametric_Equations_polar coordinates_and_vector-values_functions,"Find the integral of rsinθ over the region bounded by r = 2 and θ = 0, 2π."
662,,Parametric_Equations_polar coordinates_and_vector-values_functions,"Find the slope of the tangent line to the parametric curve given by x = cos(t), y = sin(t) at t = π/4."
663,,Parametric_Equations_polar coordinates_and_vector-values_functions,Convert the polar equation r = 2cosθ to cartesian form.
664,,Parametric_Equations_polar coordinates_and_vector-values_functions,Determine the area enclosed by the curve r = 3sinθ and the polar axis.
665,,Parametric_Equations_polar coordinates_and_vector-values_functions,"Given the vector field F(x,y) = (x^2, y^2), find the line integral of F along the parametric curve x = 2cos(t), y = 3sin(t) from t = 0 to t = π."
666,,Parametric_Equations_polar coordinates_and_vector-values_functions,"Find the derivative of the vector-valued function r(t) = (2sin(t), 3cos(t), t^2) with respect to t."
667,,Parametric_Equations_polar coordinates_and_vector-values_functions,"Express the vector-valued function r(t) = (2t, 3t^2, t) in parametric form."
668,,Parametric_Equations_polar coordinates_and_vector-values_functions,"Determine the curvature of the parametric curve x = cos(3t), y = sin(t) at t = 0."
669,,Parametric_Equations_polar coordinates_and_vector-values_functions,Convert the equation x^2 + y^2 = 16 to a polar equation.
670,,Parametric_Equations_polar coordinates_and_vector-values_functions,"Find the unit tangent and unit normal vectors for the curve r(t) = (2cos(t), sin(t), t) at t = π/4."
671,,Parametric_Equations_polar coordinates_and_vector-values_functions,"Given the velocity function v(t) = (2cos(t), sin(t), t), find the speed of the particle at t = π/2."
672,,Parametric_Equations_polar coordinates_and_vector-values_functions,"Find the slope of the tangent line to the curve given by the parametric equations x = 2t^2, y = 3t^3 at t = 1."
673,,Parametric_Equations_polar coordinates_and_vector-values_functions,"Determine the arc length of the parametric curve with equations x = cos(t), y = sin(t) from t = 0 to t = pi/2."
674,,Parametric_Equations_polar coordinates_and_vector-values_functions,"What is the area enclosed by the parametric curve x = 2 + 3sin(t), y = 3 + 4cos(t)?"
675,,Parametric_Equations_polar coordinates_and_vector-values_functions,Find the unit tangent vector to the polar curve r = 2sin(2theta).
676,,Parametric_Equations_polar coordinates_and_vector-values_functions,"Given the vector-valued function r(t) = <t, t^2, t^3>, find the velocity and acceleration at t = 2."
677,,Parametric_Equations_polar coordinates_and_vector-values_functions,"A particle moves along the curve given by the vector-valued function r(t) = <2cos(t), 3sin(t), t>, find the speed at t = pi/4."
678,,Parametric_Equations_polar coordinates_and_vector-values_functions,"For the polar curve r = 3sin(4theta), find the points of intersection with the line y = 3."
679,,Parametric_Equations_polar coordinates_and_vector-values_functions,"Determine the integral of the vector-valued function r(t) = <2t, t^2, 5t> from t = 0 to t = 5."
680,,Parametric_Equations_polar coordinates_and_vector-values_functions,Give a parametric equation for the tangent line to the curve r = 2sin(theta) at theta = pi/6.
681,,Parametric_Equations_polar coordinates_and_vector-values_functions,"Find the area enclosed by the parametric curve x = sin(t), y = cos(t), z = t from t = 0 to t = 2pi."
682,,Parametric_Equations_polar coordinates_and_vector-values_functions,"Find the slope of the tangent line to the polar curve r = 3sin(theta) at the point (pi/4, 3sqrt(2))."
683,,Parametric_Equations_polar coordinates_and_vector-values_functions,Determine the area of the region enclosed by the polar curve r = 2cos(theta) and the line theta = pi/4.
684,,Parametric_Equations_polar coordinates_and_vector-values_functions,"Find the equation of the tangent line to the circle with center (1,2) and radius 5 at the point (-3,4)."
685,,Parametric_Equations_polar coordinates_and_vector-values_functions,Calculate the arc length of the curve r = 2theta from theta = 0 to theta = pi/2.
686,,Parametric_Equations_polar coordinates_and_vector-values_functions,Find the vector-valued function for the position of a particle moving along the polar curve r = 5cos(theta) at a constant speed of 2 units per second.
687,,Parametric_Equations_polar coordinates_and_vector-values_functions,"Determine the radius of curvature of the polar curve r = 3sin(2theta) at the point (pi/6, 3sqrt(3))."
688,,Parametric_Equations_polar coordinates_and_vector-values_functions,"Given the vector-valued function r(t) = <cos(t), sin(t)>, find the unit tangent and normal vectors at t = pi/3."
689,,Parametric_Equations_polar coordinates_and_vector-values_functions,"Find the polar equation for the conic with focus (2,0) and directrix x = -2."
690,,Parametric_Equations_polar coordinates_and_vector-values_functions,Determine the velocity and acceleration vectors for a particle traveling along the polar curve r = 4sin(3theta) at t = pi/4.
691,,Parametric_Equations_polar coordinates_and_vector-values_functions,Find the maximum and minimum values of the polar curve r = 2 + 6sin(theta).
692,,Parametric_Equations_polar coordinates_and_vector-values_functions,"What are the parametric equations for the polar coordinates of a point on the curve r = 2sinθ, where θ is the angle measured from the positive x-axis?"
693,,Parametric_Equations_polar coordinates_and_vector-values_functions,Find the derivative of the parametric equations x = cos(t) and y = t^2 with respect to t.
694,,Parametric_Equations_polar coordinates_and_vector-values_functions,Determine the polar coordinates of the point on the curve r = 3cos(θ) where θ = 3π/4.
695,,Parametric_Equations_polar coordinates_and_vector-values_functions,"Evaluate the integral ∫∫ r^2 dA, where r = cos(θ) and A is the region inside the circle r = 1 and outside the circle r = 1/2."
696,,Parametric_Equations_polar coordinates_and_vector-values_functions,"Find the vector-valued function r(t) that represents a particle moving along the curve x = t^2 and y = t^3, where t is time."
697,,Parametric_Equations_polar coordinates_and_vector-values_functions,"Determine the position vector for a particle moving along the curve r(t) = cos(t) i + sin(t) j, where t is measured in radians."
698,,Parametric_Equations_polar coordinates_and_vector-values_functions,"If a particle moves along the curve r(t) = t^3/3 i + t^2/2 j, what is its acceleration vector?"
699,,Parametric_Equations_polar coordinates_and_vector-values_functions,What is the arc length of the curve r = 2 - 2cos(θ) from θ = 0 to θ = π/4?
700,,Parametric_Equations_polar coordinates_and_vector-values_functions,Find the intersection points of the polar curves r = 4sin(θ) and r = 3cos(θ).
701,,Parametric_Equations_polar coordinates_and_vector-values_functions,"Given the vector-valued function r(t) = t i + (4t^2-2t) j, what is the acceleration of the particle at t = 2?"
702,,Parametric_Equations_polar coordinates_and_vector-values_functions,Find the parametric equations for a circle centered at the origin with radius 3.
703,,Parametric_Equations_polar coordinates_and_vector-values_functions,"Given the polar coordinate equation r = 2sin(θ), find the corresponding parametric equations."
704,,Parametric_Equations_polar coordinates_and_vector-values_functions,"What is the derivative of the vector-valued function r(t) = ⟨3t, 4t², 5t⟩?"
705,,Parametric_Equations_polar coordinates_and_vector-values_functions,Find the unit vector in the direction of the tangent line to the polar curve r = 3cos(θ) at θ = π/4.
706,,Parametric_Equations_polar coordinates_and_vector-values_functions,Determine the area enclosed by the cardioid represented by the polar equation r = 2 + 2cos(θ).
707,,Parametric_Equations_polar coordinates_and_vector-values_functions,"Find the parametric equations for the line passing through the point (2, -1, 3) with direction vector ⟨4, -2, 1⟩."
708,,Parametric_Equations_polar coordinates_and_vector-values_functions,"Given the vector-valued function r(t) = ⟨sin(t), cos(t), 2t⟩, find the velocity and acceleration vectors."
709,,Parametric_Equations_polar coordinates_and_vector-values_functions,Sketch the polar curve represented by the equation r = 3sin(2θ).
710,,Parametric_Equations_polar coordinates_and_vector-values_functions,Find the parametric equations for the hyperbola represented by the polar equation r = 2/(1 + cos(θ)).
711,,Parametric_Equations_polar coordinates_and_vector-values_functions,Determine the length of the curve represented by the polar equation r = 4sin(θ) for 0 ≤ θ ≤ π/2.
712,,Parametric_Equations_polar coordinates_and_vector-values_functions,"Find the derivative of the parametric equations x = 2sin(t), y = 3cos(t)."
713,,Parametric_Equations_polar coordinates_and_vector-values_functions,Graph the polar curve r = 4sin(3θ) and find the points of intersection with the line θ = π/6.
714,,Parametric_Equations_polar coordinates_and_vector-values_functions,"Determine the area enclosed by the vector-valued function r(t) = t^2i + t^3j + t^4k in the interval t = [0,1]."
715,,Parametric_Equations_polar coordinates_and_vector-values_functions,"Given the polar equation r = 2cos(θ), find the slope of the tangent line at θ = π/4."
716,,Parametric_Equations_polar coordinates_and_vector-values_functions,"Find the limit as t approaches 0 of the parametric equations x = 2t, y = t^2 + 3t."
717,,Parametric_Equations_polar coordinates_and_vector-values_functions,Graph the vector-valued function r(t) = ti + t^2j + e^t k and find the unit tangent and normal vectors at t = 2.
718,,Parametric_Equations_polar coordinates_and_vector-values_functions,Evaluate the integral ∫r(t)•dr from t = 0 to t = 1 for the vector-valued function r(t) = 2sin(t)i + 3cos(t)j at t = 1.
719,,Parametric_Equations_polar coordinates_and_vector-values_functions,Convert the polar equation r = 3 - 2sin(θ) to rectangular coordinates and find the corresponding parametric equations.
720,,Parametric_Equations_polar coordinates_and_vector-values_functions,"Given the vector-valued function r(t) = sin(t)i + cos(t)j - 3t^2k, find the speed and acceleration at t = π/4."
721,,Parametric_Equations_polar coordinates_and_vector-values_functions,"Find the exact length of the polar curve r = 2θ^2 in the interval θ = [0,π/2]."
722,,Parametric_Equations_polar coordinates_and_vector-values_functions,"Find the Cartesian coordinates of the point (2,π/4) in polar coordinates."
723,,Parametric_Equations_polar coordinates_and_vector-values_functions,"Calculate the arc length of the parametric curve x=4sin(t), y=2cos(t) between t=0 and t=π/3."
724,,Parametric_Equations_polar coordinates_and_vector-values_functions,Find the equation of the tangent line to the polar curve r=2sin(θ)+3cos(θ) at θ=π/6.
725,,Parametric_Equations_polar coordinates_and_vector-values_functions,"What is the slope of the tangent line to the parametric curve x=3t, y=4t^2 at t=2?"
726,,Parametric_Equations_polar coordinates_and_vector-values_functions,"Find the length of the vector-valued function r(t)=⟨2t^2, 3t, 4t^3⟩ between t=0 and t=2."
727,,Parametric_Equations_polar coordinates_and_vector-values_functions,Determine the position vector function r(t) for a particle moving along a circle of radius 5 with center at the origin in a counterclockwise direction.
728,,Parametric_Equations_polar coordinates_and_vector-values_functions,"Find the equation of the circle with center (2,4) and radius 5 in polar coordinates."
729,,Parametric_Equations_polar coordinates_and_vector-values_functions,"What is the acceleration vector for the vector-valued function r(t)=⟨t^3, 2t^2, αt⟩?"
730,,Parametric_Equations_polar coordinates_and_vector-values_functions,Determine the polar equation for a parabola with focus at the origin and directrix x=3.
731,,Parametric_Equations_polar coordinates_and_vector-values_functions,"Solve for t: x=4cost, y=4sint, z=2t^2."
732,,Parametric_Equations_polar coordinates_and_vector-values_functions,"Find the derivative of the parametric equations x = cos(t), y = sin(t) at t = π/2."
733,,Parametric_Equations_polar coordinates_and_vector-values_functions,"Determine the velocity vector for the polar coordinate system r = 2θ, θ = 3t at t = 2."
734,,Parametric_Equations_polar coordinates_and_vector-values_functions,"Given the vector-valued function r(t) = (t, t^2, t^3), find the acceleration vector at t = 5."
735,,Parametric_Equations_polar coordinates_and_vector-values_functions,"Find the length of the curve r(t) = (2cos(t), 2sin(t), t^2) from t = 0 to t = π."
736,,Parametric_Equations_polar coordinates_and_vector-values_functions,Find the area enclosed by the polar curve r = 2 + cos(θ) and the x-axis.
737,,Parametric_Equations_polar coordinates_and_vector-values_functions,"Given the vector-valued function r(t) = (cos(t), sin(t), e^t), find the tangent and normal vectors at t = π/4."
738,,Parametric_Equations_polar coordinates_and_vector-values_functions,Find the coordinates where the polar curve r = 2 - 3cos(θ) intersects with the line y = -x.
739,,Parametric_Equations_polar coordinates_and_vector-values_functions,"Find the arc length of the curve r(t) = (3cos(t), 3sin(t), 3t) from t = 0 to t = π."
740,,Parametric_Equations_polar coordinates_and_vector-values_functions,"Find the radius of curvature for the curve r(t) = (cos(t), sin(t), t) at t = π/2."
741,,Parametric_Equations_polar coordinates_and_vector-values_functions,"Determine the unit tangent vector for the vector-valued function r(t) = (e^t, t^2, ln(t)) at t = 1."
742,,Parametric_Equations_polar coordinates_and_vector-values_functions,Find the Cartesian coordinates of the point on the polar curve r = 2cosθ where θ = π/6.
743,,Parametric_Equations_polar coordinates_and_vector-values_functions,"Given the parametric equations x = t^2, y = t^3, find the slope of the tangent line at t = 2."
744,,Parametric_Equations_polar coordinates_and_vector-values_functions,"Determine the parametric equations for the line through the points (1,4) and (3,8)."
745,,Parametric_Equations_polar coordinates_and_vector-values_functions,Find the derivative of the polar equation r = 3sinθ + 2cosθ.
746,,Parametric_Equations_polar coordinates_and_vector-values_functions,"Given the vector-valued function r(t) = 3cos(t)i + 3sin(t)j + 5t^2k, find the velocity and acceleration vectors."
747,,Parametric_Equations_polar coordinates_and_vector-values_functions,Find the area enclosed by the curve r = 4sin(θ) and the line θ = π/6.
748,,Parametric_Equations_polar coordinates_and_vector-values_functions,"Find the vector equation of a line that passes through the point (1,2) and is parallel to the vector v = 2i + 3j."
749,,Parametric_Equations_polar coordinates_and_vector-values_functions,"Given the parametric equations x = 2sin(t), y = 3cos(t), find the value of t where the tangent line is parallel to the x-axis."
750,,Parametric_Equations_polar coordinates_and_vector-values_functions,Find the curvature of the polar curve r = 2 + cos(2θ) at θ = π/4.
751,,Parametric_Equations_polar coordinates_and_vector-values_functions,Find the length of the polar curve r = 2sin(3θ) from θ = 0 to θ = π/2.
752,,Parametric_Equations_polar coordinates_and_vector-values_functions,Find the slope of the tangent line to the curve given by the polar equation r = 2 + 4cos(θ) at θ = π/6.
753,,Parametric_Equations_polar coordinates_and_vector-values_functions,Determine the area enclosed by the loop of the cardioid given by the polar equation r = 2 + 2sin(θ).
754,,Parametric_Equations_polar coordinates_and_vector-values_functions,"Find the derivative of the parametric equations x = 2sin(t), y = 4cos(t)."
755,,Parametric_Equations_polar coordinates_and_vector-values_functions,"Calculate the length of the curve given by the parametric equations x = cos(t), y = sin(t), for t ∈ [0, π]."
756,,Parametric_Equations_polar coordinates_and_vector-values_functions,"Find the equation of the tangent line to the curve given by the vector-valued function r(t) = <cos(t), sin(t), 3t> at the point (1/√2, 1/√2, π/2)."
757,,Parametric_Equations_polar coordinates_and_vector-values_functions,"Determine the surface area of the solid generated by rotating the curve given by the vector-valued function r(t) = <cos(t), sin(t), t> for t ∈ [0, 2π] about the x-axis."
758,,Parametric_Equations_polar coordinates_and_vector-values_functions,"Find the limit of the vector-valued function r(t) = <t, t^2, sin(1/t)> as t approaches 0."
759,,Parametric_Equations_polar coordinates_and_vector-values_functions,Solve the polar equation r = 3sin(2θ) for θ in terms of r.
760,,Parametric_Equations_polar coordinates_and_vector-values_functions,"Find the projection of the vector <3, 4, 5> onto the vector <1, 2, 2>."
761,,Parametric_Equations_polar coordinates_and_vector-values_functions,"Determine the parametric equations and Cartesian equation of the plane containing the points (2, 1, 3), (4, -1, 5), and (6, 2, -1)."
762,,Parametric_Equations_polar coordinates_and_vector-values_functions,"Find the parametric equations for the circle with center (-2,5) and radius 3."
763,,Parametric_Equations_polar coordinates_and_vector-values_functions,Evaluate the integral ∫cos(t) sin(t) dt from t = 0 to t = π.
764,,Parametric_Equations_polar coordinates_and_vector-values_functions,Find the slope of the tangent line to the curve r= 2+3sin(θ) at θ=π/6.
765,,Parametric_Equations_polar coordinates_and_vector-values_functions,"Given the vector-valued function r(t) = (t, t^2, 2t), find the velocity and acceleration at t= 2."
766,,Parametric_Equations_polar coordinates_and_vector-values_functions,Convert the Cartesian equation x^2 + y^2 = 1 to a polar equation.
767,,Parametric_Equations_polar coordinates_and_vector-values_functions,Find the area enclosed by the cardioid r=2+2sin(θ).
768,,Parametric_Equations_polar coordinates_and_vector-values_functions,Determine the arc length of the polar curve r= 2cos(2θ) from θ= 0 to θ= π/3.
769,,Parametric_Equations_polar coordinates_and_vector-values_functions,"Find the vector equation for the line passing through the origin and the point (3,4,5)."
770,,Parametric_Equations_polar coordinates_and_vector-values_functions,"Find the angle between the vectors u= <3,-2> and v= <5,1>."
771,,Parametric_Equations_polar coordinates_and_vector-values_functions,"Given the curve r= 3sin(2θ), find the points of intersection with the line y= 2."
772,,Parametric_Equations_polar coordinates_and_vector-values_functions,"Find the parametric equations for the line given by the vector equation r(t) = (2,3) + t(1,-2)."
773,,Parametric_Equations_polar coordinates_and_vector-values_functions,Sketch the graph of the polar equation r = 2sin(θ).
774,,Parametric_Equations_polar coordinates_and_vector-values_functions,"Evaluate the integral of the vector-valued function ⃗F(t) = (t², 1/t, ln(t)) from t=1 to t=3."
775,,Parametric_Equations_polar coordinates_and_vector-values_functions,Find the derivative of the parametric equations x = t² + 1 and y = 3t - 2.
776,,Parametric_Equations_polar coordinates_and_vector-values_functions,Determine the area enclosed by the polar curve r = 2sin(3θ).
777,,Parametric_Equations_polar coordinates_and_vector-values_functions,"What polar equation represents a parabola with a focus at (4,0) and a directrix at x = -2?"
778,,Parametric_Equations_polar coordinates_and_vector-values_functions,"If f(t) = t² and g(t) = 2t - 1, what is the vector-valued function ⃗r(t) = ⃗f(t) + ⃗g(t)?"
779,,Parametric_Equations_polar coordinates_and_vector-values_functions,Convert the parametric equations x = tcos(3t) and y = tsin(3t) to a polar equation.
780,,Parametric_Equations_polar coordinates_and_vector-values_functions,"Find the length of the parametric curve given by x = 2t³, y = t² from t=0 to t=3."
781,,Parametric_Equations_polar coordinates_and_vector-values_functions,"What vector-valued function represents the line segment from (2,1) to (4,3)?"
782,,Parametric_Equations_polar coordinates_and_vector-values_functions,"Given the parametric equations x(t) = cos(t) and y(t) = sin(t), find the slope of the curve at t = π/4."
783,,Parametric_Equations_polar coordinates_and_vector-values_functions,Find the area enclosed by the curve defined by the parametric equations x(t) = t and y(t) = t^2 in the interval 0 ≤ t ≤ 1.
784,,Parametric_Equations_polar coordinates_and_vector-values_functions,Find the length of the parametric curve defined by x(t) = t^3 and y(t) = t^2 in the interval 0 ≤ t ≤ 2.
785,,Parametric_Equations_polar coordinates_and_vector-values_functions,"Find the tangent line to the curve defined by the polar equation r = 2θ at the point (π/4, √2)."
786,,Parametric_Equations_polar coordinates_and_vector-values_functions,Find the area enclosed by the curve defined by the polar equation r = 1 + 2sin(θ).
787,,Parametric_Equations_polar coordinates_and_vector-values_functions,"Find the velocity and acceleration vectors at t = 2 for the vector-valued function r(t) = (2t, t^2, cos(t))."
788,,Parametric_Equations_polar coordinates_and_vector-values_functions,"Find the unit tangent vector and unit normal vector at t = π/3 for the vector-valued function r(t) = (t, t, t)."
789,,Parametric_Equations_polar coordinates_and_vector-values_functions,"Find the curvature and radius of curvature at t = 1 for the vector-valued function r(t) = (2t^2, 1/t, 3t^3)."
790,,Parametric_Equations_polar coordinates_and_vector-values_functions,"Find the area of the surface generated by rotating the curve defined by r(t) = (t^2, t^3, 2t)  around the z-axis in the interval 0 ≤ t ≤ 1."
791,,Parametric_Equations_polar coordinates_and_vector-values_functions,"Find the volume of the solid generated by rotating the region between the curves defined by r(t) = (t, t^2, 0) and r(t) = (t, 0, t^2) around the y-axis in the interval 0 ≤ t ≤ 2."
792,,Parametric_Equations_polar coordinates_and_vector-values_functions,"Find the derivative of the vector-valued function r(t) = <cost, sint>."
793,,Parametric_Equations_polar coordinates_and_vector-values_functions,Find the slope of the tangent line to the polar curve r = 2cos(θ) at θ = π/4.
794,,Parametric_Equations_polar coordinates_and_vector-values_functions,"Determine the arc length of the parametric curve x = t^3, y = 2t^2 from t = 0 to t = 4."
795,,Parametric_Equations_polar coordinates_and_vector-values_functions,Find the derivative of the polar curve r = 3sin(θ) + 2cos(2θ).
796,,Parametric_Equations_polar coordinates_and_vector-values_functions,Find the area enclosed by the polar curve r = 2cos(θ) and the x-axis from θ = 0 to θ = π/2.
797,,Parametric_Equations_polar coordinates_and_vector-values_functions,"Determine the parametric equations for the line tangent to the curve x = t^2, y = t^3 at t = 1."
798,,Parametric_Equations_polar coordinates_and_vector-values_functions,"Find the slope of the tangent line to the vector-valued function r(t) = <t^2, t^3, t^4> at t = 2."
